cardholder_id,card_number,card_type,customer_name,email,phone_number,country,preferred_currency,reward_points,risk_score
CH0391,XXXX-XXXX-XXXX-6490,Silver,Mary Wright,juliehill@farrell.com,630-447-7972x7206,India,EUR,4500,0.76
CH0392,XXXX-XXXX-XXXX-3388,Silver,Amy Bailey,gregorymclaughlin@stephens-russell.biz,(129)929-6825x45710,India,CAD,3246,0.12
CH0393,XXXX-XXXX-XXXX-6854,Gold,Michelle Maldonado,kimjensen@gmail.com,(886)789-9233x374,UK,EUR,4571,0.58
CH0394,XXXX-XXXX-XXXX-5099,Platinum,Carol Escobar MD,ijordan@hotmail.com,(457)932-5047,Canada,USD,9998,0.21
CH0395,XXXX-XXXX-XXXX-8535,Silver,Christopher Stout,deborah29@gmail.com,8503085407,USA,USD,522,0.21
CH0396,XXXX-XXXX-XXXX-3460,Gold,Stephanie Brown,gerald54@hotmail.com,824.531.7590,USA,AUD,955,0.27
CH0397,XXXX-XXXX-XXXX-8787,Business,Troy Chambers,laurenramos@hotmail.com,(406)454-8192,Canada,CAD,3039,0.3
CH0398,XXXX-XXXX-XXXX-7769,Silver,Tammy Martin,jocelyn86@yahoo.com,+1-879-037-4206x841,Australia,INR,7163,0.3
CH0399,XXXX-XXXX-XXXX-9980,Business,Katie Harrison,abigail45@hotmail.com,+1-257-547-2021x9599,UK,EUR,9301,0.03
CH0400,XXXX-XXXX-XXXX-6981,Gold,Erica Hickman,rosebrian@gmail.com,+1-417-123-6543x8434,Australia,AUD,7533,0.84
CH0401,XXXX-XXXX-XXXX-4260,Gold,Taylor Shah,riggstammy@gmail.com,365-520-2081,Germany,EUR,7701,0.14
CH0402,XXXX-XXXX-XXXX-3062,Platinum,Angela Molina,bharrison@macias.com,+1-774-058-4455x5352,USA,EUR,3446,0.13
CH0403,XXXX-XXXX-XXXX-1768,Platinum,Sarah Richardson,woodschristopher@duncan-cruz.net,115.749.2756x8665,India,USD,5514,0.03
CH0404,XXXX-XXXX-XXXX-5799,Business,Cindy Henry,lauralynch@bennett-roy.com,(819)607-9845x2775,Australia,AUD,596,0.18
CH0405,XXXX-XXXX-XXXX-6995,Platinum,Joseph Thompson,michellemoore@gmail.com,+1-293-694-5012x0828,India,AUD,2724,0.63
CH0406,XXXX-XXXX-XXXX-2491,Business,David Garcia,prattraymond@gmail.com,629.892.1246x122,UK,USD,9148,0.02
CH0407,XXXX-XXXX-XXXX-8605,Platinum,Kyle Christian,ryanthomas@sutton-hebert.com,958.099.9382,Germany,USD,3964,0.64
CH0408,XXXX-XXXX-XXXX-5573,Silver,Jordan Miller,hollowayshelley@gmail.com,(597)995-3215x438,Canada,EUR,980,0.96
CH0409,XXXX-XXXX-XXXX-3980,Platinum,Timothy Watson,gonzalesamanda@gmail.com,510.081.6439x980,Canada,GBP,4306,0.8
CH0410,XXXX-XXXX-XXXX-5879,Business,William Morales,alison95@morris.org,332-687-7375x508,India,USD,4565,0.53
CH0411,XXXX-XXXX-XXXX-1700,Platinum,Joseph Farmer,ann75@hotmail.com,001-193-253-0762x578,UK,INR,3618,0.14
CH0412,XXXX-XXXX-XXXX-8896,Business,David Hanson,zbarnes@nelson.com,894.562.9013x59794,USA,GBP,5210,0.82
CH0413,XXXX-XXXX-XXXX-9083,Platinum,Kelly Diaz,emily89@ford.org,(604)897-9001x88097,Germany,CAD,3978,0.64
CH0414,XXXX-XXXX-XXXX-1796,Silver,Jacob White,steven15@yahoo.com,305.130.2692,Germany,AUD,1649,0.59
CH0415,XXXX-XXXX-XXXX-8678,Business,Vincent Owens,lowejoseph@hotmail.com,(350)965-4443x5353,Canada,EUR,3145,0.7
CH0416,XXXX-XXXX-XXXX-4899,Platinum,Jennifer Williams,hamiltonmike@johnson.com,068.450.9378,USA,USD,8866,0.52
CH0417,XXXX-XXXX-XXXX-8617,Gold,Jennifer Taylor,davidharper@gmail.com,556-953-0945x68877,Australia,AUD,5268,0.58
CH0418,XXXX-XXXX-XXXX-7614,Platinum,David Hernandez,ashleysmith@gmail.com,001-549-004-9807x787,Germany,AUD,7856,0.25
CH0419,XXXX-XXXX-XXXX-3992,Business,Lindsey Moore,bondamanda@vasquez.com,5353523590,India,CAD,6914,0.08
CH0420,XXXX-XXXX-XXXX-8594,Business,Jennifer Harding,brendamorgan@gmail.com,+1-650-096-9103x3887,Germany,USD,2991,0.03
CH0421,XXXX-XXXX-XXXX-2643,Platinum,Diana Case,crystalmcmillan@lewis.com,789-559-9905,UK,GBP,6039,0.34
CH0422,XXXX-XXXX-XXXX-3952,Gold,Deborah Hoover,padillaallison@watkins.com,415.315.2924x90130,Australia,INR,6885,0.98
CH0423,XXXX-XXXX-XXXX-9271,Platinum,Andrew Jones,dmarsh@francis-simmons.com,981.977.6908,India,AUD,6031,0.5
CH0424,XXXX-XXXX-XXXX-1096,Gold,Kathryn Moore,debrageorge@hotmail.com,+1-890-756-5228x8639,Australia,INR,5401,0.32
CH0425,XXXX-XXXX-XXXX-8989,Gold,Destiny Reyes,qyoung@mayo.com,(926)631-0636x70725,Germany,USD,9262,0.18
CH0426,XXXX-XXXX-XXXX-4665,Platinum,Chelsea Moore,kim07@yahoo.com,001-888-092-7812x9950,Germany,CAD,1357,0.24
CH0427,XXXX-XXXX-XXXX-6919,Gold,Amy Marquez,ryan46@ponce.com,728.057.8529x7926,UK,USD,8229,0.85
CH0428,XXXX-XXXX-XXXX-5875,Silver,John Mccormick,laurieryan@morgan.com,(726)539-9782,Canada,AUD,505,0.56
CH0429,XXXX-XXXX-XXXX-3037,Silver,Wendy Johnson,jessica77@gmail.com,001-795-627-2856x94452,India,CAD,5291,0.09
CH0430,XXXX-XXXX-XXXX-3199,Platinum,Matthew Estes,richardadams@miller.net,001-069-822-8056x784,Germany,USD,3158,0.22
CH0431,XXXX-XXXX-XXXX-1645,Business,Susan Miller,rserrano@roth-cline.com,3080604366,USA,EUR,5379,0.99
CH0432,XXXX-XXXX-XXXX-6593,Gold,Casey Rodriguez,richardsonjennifer@meadows.com,001-913-054-6940,USA,GBP,8724,0.7
CH0433,XXXX-XXXX-XXXX-2800,Silver,Paula Chang,jennifer68@hotmail.com,001-108-521-6636,Canada,CAD,7999,0.95
CH0434,XXXX-XXXX-XXXX-1789,Platinum,Patricia Gardner DDS,william97@gmail.com,254-584-4156,Australia,EUR,8652,0.18
CH0435,XXXX-XXXX-XXXX-4305,Business,Tammy Daniels,kylebrown@richardson.com,402-080-5594x4918,Canada,CAD,9037,0.67
CH0436,XXXX-XXXX-XXXX-4128,Gold,Holly Lee,jefferyboyd@garrett.org,+1-145-802-8956,USA,GBP,7390,0.44
CH0437,XXXX-XXXX-XXXX-7955,Platinum,Becky Bailey,sierralee@yahoo.com,001-988-299-3325,UK,USD,7984,0.31
CH0438,XXXX-XXXX-XXXX-6535,Platinum,Nathan Wheeler,williamsstephen@yahoo.com,+1-200-288-7498,Australia,AUD,7788,0.19
CH0439,XXXX-XXXX-XXXX-8044,Platinum,Joseph Nichols,katelyn12@simmons-dillon.com,001-361-877-8989x2994,India,CAD,9339,0.23
CH0440,XXXX-XXXX-XXXX-1960,Silver,Michael Vasquez,shorn@gmail.com,001-614-660-6894x968,USA,EUR,3469,0.42
CH0441,XXXX-XXXX-XXXX-5256,Silver,Michelle Guerrero,jacobtaylor@randall-middleton.com,575-598-2677x4397,USA,EUR,8679,0.01
CH0442,XXXX-XXXX-XXXX-3480,Silver,Christopher Salazar,tthomas@gmail.com,+1-656-610-6292x10204,UK,GBP,9572,0.21
CH0443,XXXX-XXXX-XXXX-6725,Platinum,Bryan Soto,leonardkylie@conway.com,732-359-3634,India,INR,825,0.19
CH0444,XXXX-XXXX-XXXX-8509,Silver,Lauren Ward,whitecrystal@reyes.com,348-955-1707x191,Australia,EUR,3341,0.9
CH0445,XXXX-XXXX-XXXX-4504,Business,Cameron Graves,ddavis@gmail.com,+1-708-780-1757x435,Canada,USD,4832,0.35
CH0446,XXXX-XXXX-XXXX-4251,Platinum,Ashley Moore,perrykenneth@willis.com,200-682-7267x49936,India,AUD,2682,0.79
CH0447,XXXX-XXXX-XXXX-4301,Gold,Mary Jensen,fosterlatasha@martinez.com,911.433.8816x63330,UK,EUR,7425,0.84
CH0448,XXXX-XXXX-XXXX-3704,Business,Kristin Thompson,andrewfreeman@phillips-terry.com,+1-760-415-7568x2218,Canada,EUR,4313,0.88
CH0449,XXXX-XXXX-XXXX-9474,Gold,Lauren Miller,gomezterri@yahoo.com,+1-969-948-8946x4634,USA,INR,970,0.82
CH0450,XXXX-XXXX-XXXX-9100,Platinum,Barbara Sullivan,gregorypatterson@hotmail.com,+1-964-561-9259x4828,UK,AUD,6919,0.31
CH0451,XXXX-XXXX-XXXX-8411,Platinum,Tamara Butler,grodriguez@gmail.com,820-260-9354x95930,USA,INR,8086,0.31
CH0452,XXXX-XXXX-XXXX-9400,Gold,Nancy Sanchez,teresa36@gmail.com,001-920-280-2165x6449,Canada,EUR,4455,0.44
CH0453,XXXX-XXXX-XXXX-8391,Silver,Jennifer Mckee,gjenkins@hotmail.com,(163)439-8253x727,Australia,USD,2953,0.87
CH0454,XXXX-XXXX-XXXX-1863,Gold,Elizabeth Hernandez,gsawyer@yahoo.com,+1-507-524-9336x557,Germany,INR,4893,0.67
CH0455,XXXX-XXXX-XXXX-1585,Business,Judith Taylor,hshaw@gonzales-simmons.com,001-202-373-1997x80333,USA,INR,9625,0.04
CH0456,XXXX-XXXX-XXXX-6604,Business,Ms. Rebecca Hubbard,carrrobert@jones.com,+1-290-380-7383x4582,Canada,USD,5937,0.24
CH0457,XXXX-XXXX-XXXX-6470,Silver,William Smith,oliverchristina@harris-johnson.com,001-413-105-3378x62596,UK,USD,8624,0.95
CH0458,XXXX-XXXX-XXXX-3018,Platinum,Janice Huynh,richard24@jackson.com,130.377.4421,India,USD,516,0.39
CH0459,XXXX-XXXX-XXXX-9160,Silver,Elizabeth Campbell,anna61@flores-hayes.com,974.247.6972,USA,AUD,7000,0.11
CH0460,XXXX-XXXX-XXXX-6925,Gold,Amanda White,oroberts@bell-perez.com,100-754-0542x917,UK,EUR,9450,0.15
CH0461,XXXX-XXXX-XXXX-5395,Silver,Benjamin Miller,kenneth70@gmail.com,700-059-5120,UK,EUR,9550,0.37
CH0462,XXXX-XXXX-XXXX-7404,Gold,Hannah Villa,wfry@hotmail.com,001-795-701-2208x966,USA,CAD,5231,0.68
CH0463,XXXX-XXXX-XXXX-8437,Silver,Andrew Richards,gdavis@gonzalez.com,2089779644,UK,CAD,5507,0.25
CH0464,XXXX-XXXX-XXXX-9539,Gold,Christopher Lindsey,marquezchristy@hotmail.com,(615)276-2197,Canada,GBP,2989,0.65
CH0465,XXXX-XXXX-XXXX-4906,Business,Jeffery Little,theresa77@yang.com,194-976-5034x29624,India,EUR,6159,0.09
CH0466,XXXX-XXXX-XXXX-4912,Gold,Kyle Jones,fullerautumn@gmail.com,779.187.4783x5902,USA,AUD,7970,0.49
CH0467,XXXX-XXXX-XXXX-8588,Platinum,Vanessa Gibson,reidjared@casey.com,001-747-900-9944,Australia,INR,3507,0.32
CH0468,XXXX-XXXX-XXXX-7585,Platinum,Sarah Stewart,tonylarsen@gmail.com,282.472.8339,USA,EUR,8180,0.18
CH0469,XXXX-XXXX-XXXX-7830,Gold,Dwayne Hatfield,timothy97@yahoo.com,+1-606-886-7788,India,AUD,8718,0.47
CH0470,XXXX-XXXX-XXXX-3450,Gold,Mr. Mark Greer,olsoncheryl@hamilton-stone.com,001-496-497-1264x696,Australia,INR,8353,0.03
CH0471,XXXX-XXXX-XXXX-8821,Business,Erica Shields,swansonjennifer@gmail.com,001-560-998-5997x5034,USA,INR,2824,0.2
CH0472,XXXX-XXXX-XXXX-9145,Gold,Karen Fowler,uolsen@yahoo.com,+1-561-366-3963x88149,Germany,INR,3383,0.56
CH0473,XXXX-XXXX-XXXX-8906,Platinum,Matthew Burgess,william13@hernandez.com,436.814.5484x21329,India,CAD,9851,0.04
CH0474,XXXX-XXXX-XXXX-4329,Business,Craig Allen,mitchellshea@yahoo.com,+1-723-456-6842x6096,Germany,EUR,5352,0.65
CH0475,XXXX-XXXX-XXXX-9880,Platinum,Richard Fletcher,cbentley@mcguire-davis.com,727-437-1947x3963,Australia,INR,2669,0.49
CH0476,XXXX-XXXX-XXXX-2055,Silver,Kathryn Newton,kroberts@yahoo.com,793.042.4159,India,USD,9360,0.74
CH0477,XXXX-XXXX-XXXX-5955,Gold,Alexis Little,nelsonmichael@hotmail.com,559.435.8400x9793,UK,INR,7078,0.23
CH0478,XXXX-XXXX-XXXX-8603,Platinum,Meghan Walsh,aaron45@pierce.com,135.894.7152x75692,Australia,CAD,4337,0.69
CH0479,XXXX-XXXX-XXXX-9971,Platinum,Denise Perry,martinezgregory@jones.com,684-443-4133,UK,INR,7913,0.32
CH0480,XXXX-XXXX-XXXX-9207,Platinum,Linda Munoz,david35@higgins.com,759.828.3923x41330,Australia,USD,7710,0.33
CH0481,XXXX-XXXX-XXXX-1027,Platinum,Kristin Rodriguez,debranunez@hotmail.com,(076)482-9820x3523,Germany,USD,1019,0.65
CH0482,XXXX-XXXX-XXXX-3470,Business,Brandon Wall,hoffmanjohn@yahoo.com,001-301-968-7091x51319,USA,INR,1488,0.79
CH0483,XXXX-XXXX-XXXX-6882,Silver,Craig Stewart,lfuentes@fuller-neal.org,001-081-557-0975x42113,UK,EUR,781,0.96
CH0484,XXXX-XXXX-XXXX-1168,Silver,Christopher Mcdonald,craig12@mcdonald-hill.org,8343338624,USA,USD,4801,0.65
CH0485,XXXX-XXXX-XXXX-5659,Silver,Robert Matthews,justinbrown@garrett.com,798-299-9204x0007,UK,GBP,5770,0.52
CH0486,XXXX-XXXX-XXXX-1938,Silver,Billy Pittman,danielboyer@yahoo.com,001-779-113-3697x627,USA,INR,5691,0.79
CH0487,XXXX-XXXX-XXXX-3592,Business,Megan Valentine,david32@yahoo.com,(909)767-2417x087,Australia,INR,861,0.11
CH0488,XXXX-XXXX-XXXX-5093,Gold,James Owen,patricia65@white.info,318-084-4608,Australia,EUR,6094,0.37
CH0489,XXXX-XXXX-XXXX-8335,Business,Thomas Lopez,kevin22@nelson.com,884-376-5982x24561,UK,INR,5401,0.23
CH0490,XXXX-XXXX-XXXX-5834,Silver,James Walsh,hmelendez@kennedy.com,001-634-542-3597x78549,Canada,GBP,6395,0.38
CH0491,XXXX-XXXX-XXXX-8802,Platinum,John Hernandez,udavis@gmail.com,+1-115-450-3380x14502,Canada,CAD,5764,0.14
CH0492,XXXX-XXXX-XXXX-7576,Business,Kimberly Rodriguez,sbryan@gmail.com,841.500.3911x212,Germany,INR,6159,0.27
CH0493,XXXX-XXXX-XXXX-4967,Gold,Deborah Stephens,noah40@mclaughlin-chambers.com,+1-502-952-4424x056,India,AUD,6231,0.89
CH0494,XXXX-XXXX-XXXX-9340,Business,Corey Smith,jessica63@gmail.com,001.617.0741x023,USA,GBP,5916,0.58
CH0495,XXXX-XXXX-XXXX-7521,Silver,Carol Contreras,colethomas@clark.biz,(430)486-4530x676,Canada,CAD,1662,0.7
CH0496,XXXX-XXXX-XXXX-8730,Silver,Jordan Harper,madams@brown-marshall.com,(085)998-3896x497,Australia,CAD,5378,0.31
CH0497,XXXX-XXXX-XXXX-4063,Business,Beth Moore,patricia60@cole.net,001-590-687-8156,Australia,INR,682,0.13
CH0498,XXXX-XXXX-XXXX-4082,Silver,Tiffany Brown,amyking@smith-dillon.info,+1-824-778-1473x9435,USA,AUD,2009,0.4
CH0499,XXXX-XXXX-XXXX-8239,Gold,Kimberly Krueger,kathryn11@perez.com,074-244-5337,Australia,USD,5758,0.78
CH0500,XXXX-XXXX-XXXX-5259,Gold,Brandon Edwards,stephen79@wallace-curtis.net,(874)286-4685,UK,INR,6104,0.65
